movie,release year,id,genre,director,box_office,runtime(in min),IMDb rating,emotions,emopair,most occuring 5 pairs,top_emotions
Jack And Jill,2011,dfl17,Comedy,Dennis Dugan,149.0,91,3.3,"['love', 'amusement', 'love', 'curiosity', 'gratitude', 'surprise', 'disgust', 'caring', 'curiosity', 'amusement', 'curiosity', 'amusement', 'sadness', 'amusement', 'fear', 'caring', 'amusement', 'gratitude', 'gratitude', 'neutral', 'fear', 'caring', 'amusement', 'love', 'curiosity', 'caring', 'love', 'admiration', 'curiosity', 'curiosity', 'curiosity', 'admiration', 'remorse', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'admiration', 'caring', 'amusement', 'sadness', 'neutral', 'love']","{('love', 'amusement'): 1, ('amusement', 'love'): 2, ('love', 'curiosity'): 2, ('curiosity', 'gratitude'): 1, ('gratitude', 'surprise'): 1, ('surprise', 'disgust'): 1, ('disgust', 'caring'): 1, ('caring', 'curiosity'): 1, ('curiosity', 'amusement'): 2, ('amusement', 'curiosity'): 1, ('amusement', 'sadness'): 2, ('sadness', 'amusement'): 1, ('amusement', 'fear'): 1, ('fear', 'caring'): 2, ('caring', 'amusement'): 3, ('amusement', 'gratitude'): 1, ('gratitude', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'fear'): 1, ('curiosity', 'caring'): 1, ('caring', 'love'): 1, ('love', 'admiration'): 1, ('admiration', 'curiosity'): 1, ('curiosity', 'curiosity'): 2, ('curiosity', 'admiration'): 1, ('admiration', 'remorse'): 1, ('remorse', 'neutral'): 1, ('neutral', 'neutral'): 4, ('neutral', 'admiration'): 1, ('admiration', 'caring'): 1, ('sadness', 'neutral'): 1, ('neutral', 'love'): 1}","[(('neutral', 'neutral'), 4), (('caring', 'amusement'), 3), (('amusement', 'love'), 2), (('love', 'curiosity'), 2), (('curiosity', 'amusement'), 2)]","['amusement', 'curiosity', 'neutral', 'love', 'caring', 'gratitude', 'admiration', 'sadness']"
Left Behind ,2014,dfl18,"Action, Fantasy, Sci-Fi",Vic Armstrong,27.4,110,3.1,"['amusement', 'anger', 'neutral', 'remorse', 'anger', 'admiration', 'annoyance', 'neutral', 'neutral', 'annoyance', 'anger', 'gratitude', 'curiosity', 'annoyance', 'admiration', 'disgust', 'anger', 'gratitude', 'gratitude', 'love', 'caring', 'caring', 'anger', 'admiration', 'anger', 'anger', 'admiration', 'caring', 'gratitude']","{('amusement', 'anger'): 1, ('anger', 'neutral'): 1, ('neutral', 'remorse'): 1, ('remorse', 'anger'): 1, ('anger', 'admiration'): 3, ('admiration', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'annoyance'): 1, ('annoyance', 'anger'): 1, ('anger', 'gratitude'): 2, ('gratitude', 'curiosity'): 1, ('curiosity', 'annoyance'): 1, ('annoyance', 'admiration'): 1, ('admiration', 'disgust'): 1, ('disgust', 'anger'): 1, ('gratitude', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'caring'): 1, ('caring', 'caring'): 1, ('caring', 'anger'): 1, ('admiration', 'anger'): 1, ('anger', 'anger'): 1, ('admiration', 'caring'): 1, ('caring', 'gratitude'): 1}","[(('anger', 'admiration'), 3), (('anger', 'gratitude'), 2), (('amusement', 'anger'), 1), (('anger', 'neutral'), 1), (('neutral', 'remorse'), 1)]","['anger', 'admiration', 'gratitude', 'neutral', 'annoyance', 'caring', 'amusement', 'remorse']"
LOL,2012,dfl19,"Comedy, Drama, Romance",Lisa Azuelos,10.5,97,4.4,"['curiosity', 'gratitude', 'gratitude', 'caring', 'amusement', 'curiosity', 'gratitude', 'gratitude', 'surprise', 'admiration', 'curiosity', 'annoyance', 'neutral', 'fear', 'grief', 'caring', 'fear', 'caring', 'curiosity', 'curiosity', 'caring', 'anger', 'curiosity', 'sadness', 'sadness', 'remorse', 'neutral', 'sadness', 'grief', 'caring', 'neutral', 'neutral', 'gratitude']","{('curiosity', 'gratitude'): 2, ('gratitude', 'gratitude'): 2, ('gratitude', 'caring'): 1, ('caring', 'amusement'): 1, ('amusement', 'curiosity'): 1, ('gratitude', 'surprise'): 1, ('surprise', 'admiration'): 1, ('admiration', 'curiosity'): 1, ('curiosity', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('neutral', 'fear'): 1, ('fear', 'grief'): 1, ('grief', 'caring'): 2, ('caring', 'fear'): 1, ('fear', 'caring'): 1, ('caring', 'curiosity'): 1, ('curiosity', 'curiosity'): 1, ('curiosity', 'caring'): 1, ('caring', 'anger'): 1, ('anger', 'curiosity'): 1, ('curiosity', 'sadness'): 1, ('sadness', 'sadness'): 1, ('sadness', 'remorse'): 1, ('remorse', 'neutral'): 1, ('neutral', 'sadness'): 1, ('sadness', 'grief'): 1, ('caring', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'gratitude'): 1}","[(('curiosity', 'gratitude'), 2), (('gratitude', 'gratitude'), 2), (('grief', 'caring'), 2), (('gratitude', 'caring'), 1), (('caring', 'amusement'), 1)]","['curiosity', 'gratitude', 'caring', 'neutral', 'sadness', 'fear', 'grief', 'amusement']"
Material Girls,2006,dfl20,"Comedy, Family, Romance",Martha Coolidge,16.9,98,3.9,"['admiration', 'anger', 'gratitude', 'gratitude', 'gratitude', 'gratitude', 'admiration', 'gratitude', 'gratitude', 'gratitude', 'caring', 'anger', 'caring', 'gratitude', 'caring', 'neutral', 'anger', 'gratitude', 'gratitude', 'curiosity', 'neutral', 'neutral', 'approval', 'gratitude', 'love', 'gratitude', 'gratitude', 'gratitude', 'amusement', 'optimism', 'gratitude', 'anger', 'neutral', 'sadness', 'neutral', 'fear', 'anger', 'caring', 'gratitude', 'neutral', 'annoyance', 'remorse']","{('admiration', 'anger'): 1, ('anger', 'gratitude'): 2, ('gratitude', 'gratitude'): 8, ('gratitude', 'admiration'): 1, ('admiration', 'gratitude'): 1, ('gratitude', 'caring'): 2, ('caring', 'anger'): 1, ('anger', 'caring'): 2, ('caring', 'gratitude'): 2, ('caring', 'neutral'): 1, ('neutral', 'anger'): 1, ('gratitude', 'curiosity'): 1, ('curiosity', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'approval'): 1, ('approval', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'gratitude'): 1, ('gratitude', 'amusement'): 1, ('amusement', 'optimism'): 1, ('optimism', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('anger', 'neutral'): 1, ('neutral', 'sadness'): 1, ('sadness', 'neutral'): 1, ('neutral', 'fear'): 1, ('fear', 'anger'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'annoyance'): 1, ('annoyance', 'remorse'): 1}","[(('gratitude', 'gratitude'), 8), (('anger', 'gratitude'), 2), (('gratitude', 'caring'), 2), (('anger', 'caring'), 2), (('caring', 'gratitude'), 2)]","['gratitude', 'neutral', 'anger', 'caring', 'admiration', 'curiosity', 'approval', 'love']"
Scary Movies 5,2013,dfl21,"Comedy, Horror",Malcolm D. Lee,78.4,86,3.5,"['remorse', 'admiration', 'fear', 'anger', 'gratitude', 'neutral', 'remorse', 'optimism', 'annoyance', 'excitement', 'remorse', 'gratitude', 'amusement', 'neutral', 'curiosity', 'fear', 'fear', 'remorse', 'caring', 'neutral', 'gratitude', 'annoyance', 'neutral', 'anger', 'remorse', 'gratitude', 'gratitude', 'fear', 'gratitude', 'love', 'gratitude', 'gratitude', 'fear', 'fear']","{('remorse', 'admiration'): 1, ('admiration', 'fear'): 1, ('fear', 'anger'): 1, ('anger', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'remorse'): 1, ('remorse', 'optimism'): 1, ('optimism', 'annoyance'): 1, ('annoyance', 'excitement'): 1, ('excitement', 'remorse'): 1, ('remorse', 'gratitude'): 2, ('gratitude', 'amusement'): 1, ('amusement', 'neutral'): 1, ('neutral', 'curiosity'): 1, ('curiosity', 'fear'): 1, ('fear', 'fear'): 2, ('fear', 'remorse'): 1, ('remorse', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('neutral', 'anger'): 1, ('anger', 'remorse'): 1, ('gratitude', 'gratitude'): 2, ('gratitude', 'fear'): 2, ('fear', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'gratitude'): 1}","[(('remorse', 'gratitude'), 2), (('fear', 'fear'), 2), (('gratitude', 'gratitude'), 2), (('gratitude', 'fear'), 2), (('remorse', 'admiration'), 1)]","['gratitude', 'fear', 'remorse', 'neutral', 'anger', 'annoyance', 'admiration', 'optimism']"
Sex and the city 2,2010,dfl22,"Comedy, Drama, Romance",Michael Patrick King,294.7,146,4.5,"['gratitude', 'sadness', 'admiration', 'neutral', 'neutral', 'neutral', 'neutral', 'gratitude', 'neutral', 'curiosity', 'gratitude', 'love', 'gratitude', 'caring', 'caring', 'joy', 'excitement', 'admiration', 'neutral', 'gratitude', 'nervousness', 'joy', 'caring', 'fear', 'gratitude', 'annoyance', 'disappointment', 'gratitude', 'love', 'gratitude', 'gratitude', 'gratitude', 'neutral', 'fear', 'gratitude', 'gratitude', 'curiosity', 'gratitude', 'gratitude', 'gratitude', 'joy', 'neutral', 'neutral', 'admiration', 'gratitude', 'caring', 'admiration', 'remorse', 'fear', 'remorse', 'gratitude', 'gratitude', 'anger', 'gratitude', 'gratitude', 'gratitude', 'anger', 'gratitude', 'sadness', 'realization', 'realization']","{('gratitude', 'sadness'): 2, ('sadness', 'admiration'): 1, ('admiration', 'neutral'): 2, ('neutral', 'neutral'): 4, ('neutral', 'gratitude'): 2, ('gratitude', 'neutral'): 2, ('neutral', 'curiosity'): 1, ('curiosity', 'gratitude'): 2, ('gratitude', 'love'): 2, ('love', 'gratitude'): 2, ('gratitude', 'caring'): 2, ('caring', 'caring'): 1, ('caring', 'joy'): 1, ('joy', 'excitement'): 1, ('excitement', 'admiration'): 1, ('gratitude', 'nervousness'): 1, ('nervousness', 'joy'): 1, ('joy', 'caring'): 1, ('caring', 'fear'): 1, ('fear', 'gratitude'): 2, ('gratitude', 'annoyance'): 1, ('annoyance', 'disappointment'): 1, ('disappointment', 'gratitude'): 1, ('gratitude', 'gratitude'): 8, ('neutral', 'fear'): 1, ('gratitude', 'curiosity'): 1, ('gratitude', 'joy'): 1, ('joy', 'neutral'): 1, ('neutral', 'admiration'): 1, ('admiration', 'gratitude'): 1, ('caring', 'admiration'): 1, ('admiration', 'remorse'): 1, ('remorse', 'fear'): 1, ('fear', 'remorse'): 1, ('remorse', 'gratitude'): 1, ('gratitude', 'anger'): 2, ('anger', 'gratitude'): 2, ('sadness', 'realization'): 1, ('realization', 'realization'): 1}","[(('gratitude', 'gratitude'), 8), (('neutral', 'neutral'), 4), (('gratitude', 'sadness'), 2), (('admiration', 'neutral'), 2), (('neutral', 'gratitude'), 2)]","['gratitude', 'neutral', 'admiration', 'caring', 'joy', 'fear', 'sadness', 'curiosity']"
Slender Man,2018,dfl23,"Horror, Mystery, Thriller",Sylvain White,51.7,100,3.2,"['love', 'amusement', 'anger', 'excitement', 'annoyance', 'sadness', 'fear', 'neutral', 'surprise', 'fear', 'caring', 'sadness', 'remorse', 'caring', 'caring', 'caring', 'fear', 'love']","{('love', 'amusement'): 1, ('amusement', 'anger'): 1, ('anger', 'excitement'): 1, ('excitement', 'annoyance'): 1, ('annoyance', 'sadness'): 1, ('sadness', 'fear'): 1, ('fear', 'neutral'): 1, ('neutral', 'surprise'): 1, ('surprise', 'fear'): 1, ('fear', 'caring'): 1, ('caring', 'sadness'): 1, ('sadness', 'remorse'): 1, ('remorse', 'caring'): 1, ('caring', 'caring'): 2, ('caring', 'fear'): 1, ('fear', 'love'): 1}","[(('caring', 'caring'), 2), (('love', 'amusement'), 1), (('amusement', 'anger'), 1), (('anger', 'excitement'), 1), (('excitement', 'annoyance'), 1)]","['caring', 'fear', 'love', 'sadness', 'amusement', 'anger', 'excitement', 'annoyance']"
Space Jam A New Legacy,2021,dfl24,"Animation, Adventure, Comedy",	Malcolm D. Lee,163.7,115,4.5,"['caring', 'love', 'neutral', 'approval', 'admiration', 'neutral', 'gratitude', 'anger', 'fear', 'fear', 'confusion', 'remorse', 'anger', 'admiration', 'excitement', 'amusement', 'neutral', 'caring', 'surprise', 'admiration', 'amusement', 'neutral', 'gratitude', 'neutral', 'curiosity', 'gratitude', 'anger', 'amusement', 'gratitude', 'gratitude', 'admiration', 'neutral', 'annoyance', 'amusement', 'excitement', 'amusement', 'remorse', 'caring', 'approval', 'surprise', 'admiration', 'curiosity', 'desire', 'optimism']","{('caring', 'love'): 1, ('love', 'neutral'): 1, ('neutral', 'approval'): 1, ('approval', 'admiration'): 1, ('admiration', 'neutral'): 2, ('neutral', 'gratitude'): 2, ('gratitude', 'anger'): 2, ('anger', 'fear'): 1, ('fear', 'fear'): 1, ('fear', 'confusion'): 1, ('confusion', 'remorse'): 1, ('remorse', 'anger'): 1, ('anger', 'admiration'): 1, ('admiration', 'excitement'): 1, ('excitement', 'amusement'): 2, ('amusement', 'neutral'): 2, ('neutral', 'caring'): 1, ('caring', 'surprise'): 1, ('surprise', 'admiration'): 2, ('admiration', 'amusement'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'curiosity'): 1, ('curiosity', 'gratitude'): 1, ('anger', 'amusement'): 1, ('amusement', 'gratitude'): 1, ('gratitude', 'gratitude'): 1, ('gratitude', 'admiration'): 1, ('neutral', 'annoyance'): 1, ('annoyance', 'amusement'): 1, ('amusement', 'excitement'): 1, ('amusement', 'remorse'): 1, ('remorse', 'caring'): 1, ('caring', 'approval'): 1, ('approval', 'surprise'): 1, ('admiration', 'curiosity'): 1, ('curiosity', 'desire'): 1, ('desire', 'optimism'): 1}","[(('admiration', 'neutral'), 2), (('neutral', 'gratitude'), 2), (('gratitude', 'anger'), 2), (('excitement', 'amusement'), 2), (('amusement', 'neutral'), 2)]","['neutral', 'admiration', 'gratitude', 'amusement', 'caring', 'anger', 'approval', 'fear']"
Super Mario Brothers,1993,dfl25,"Adventure, Comdey, Family","Annabel Jankel, Rocky Morton",38.9,104,4.1,"['curiosity', 'curiosity', 'neutral', 'caring', 'gratitude', 'surprise', 'annoyance', 'admiration', 'neutral', 'neutral', 'caring', 'disgust', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'anger', 'annoyance', 'neutral', 'caring', 'annoyance', 'disgust', 'gratitude', 'anger', 'gratitude', 'neutral', 'neutral', 'neutral', 'anger', 'sadness', 'caring', 'fear', 'neutral', 'gratitude', 'neutral', 'neutral', 'neutral', 'anger', 'anger', 'admiration', 'caring', 'love', 'excitement']","{('curiosity', 'curiosity'): 1, ('curiosity', 'neutral'): 1, ('neutral', 'caring'): 3, ('caring', 'gratitude'): 1, ('gratitude', 'surprise'): 1, ('surprise', 'annoyance'): 1, ('annoyance', 'admiration'): 1, ('admiration', 'neutral'): 1, ('neutral', 'neutral'): 9, ('caring', 'disgust'): 1, ('disgust', 'neutral'): 1, ('neutral', 'anger'): 3, ('anger', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('caring', 'annoyance'): 1, ('annoyance', 'disgust'): 1, ('disgust', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('anger', 'gratitude'): 1, ('gratitude', 'neutral'): 2, ('anger', 'sadness'): 1, ('sadness', 'caring'): 1, ('caring', 'fear'): 1, ('fear', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('anger', 'anger'): 1, ('anger', 'admiration'): 1, ('admiration', 'caring'): 1, ('caring', 'love'): 1, ('love', 'excitement'): 1}","[(('neutral', 'neutral'), 9), (('neutral', 'caring'), 3), (('neutral', 'anger'), 3), (('gratitude', 'neutral'), 2), (('curiosity', 'curiosity'), 1)]","['neutral', 'caring', 'anger', 'gratitude', 'annoyance', 'curiosity', 'admiration', 'disgust']"
The Emoji Movie,2017,dfl26,"Animation, Adventure, Comedy",Tony Leondis,217.8,86,3.4,"['realization', 'admiration', 'fear', 'excitement', 'gratitude', 'fear', 'caring', 'curiosity', 'sadness', 'admiration', 'gratitude', 'neutral', 'gratitude', 'caring', 'neutral', 'neutral', 'curiosity', 'gratitude', 'admiration', 'neutral', 'joy', 'remorse', 'neutral', 'anger', 'neutral', 'neutral', 'realization', 'love', 'remorse', 'fear', 'love', 'excitement']","{('realization', 'admiration'): 1, ('admiration', 'fear'): 1, ('fear', 'excitement'): 1, ('excitement', 'gratitude'): 1, ('gratitude', 'fear'): 1, ('fear', 'caring'): 1, ('caring', 'curiosity'): 1, ('curiosity', 'sadness'): 1, ('sadness', 'admiration'): 1, ('admiration', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'neutral'): 2, ('neutral', 'curiosity'): 1, ('curiosity', 'gratitude'): 1, ('gratitude', 'admiration'): 1, ('admiration', 'neutral'): 1, ('neutral', 'joy'): 1, ('joy', 'remorse'): 1, ('remorse', 'neutral'): 1, ('neutral', 'anger'): 1, ('anger', 'neutral'): 1, ('neutral', 'realization'): 1, ('realization', 'love'): 1, ('love', 'remorse'): 1, ('remorse', 'fear'): 1, ('fear', 'love'): 1, ('love', 'excitement'): 1}","[(('neutral', 'neutral'), 2), (('realization', 'admiration'), 1), (('admiration', 'fear'), 1), (('fear', 'excitement'), 1), (('excitement', 'gratitude'), 1)]","['neutral', 'gratitude', 'admiration', 'fear', 'realization', 'excitement', 'caring', 'curiosity']"
The Grudge,2020,dfl27,"Fantasy, Horror",Nicolas Pesce,49.5,94,4.4,"['fear', 'curiosity', 'fear', 'sadness', 'desire', 'fear', 'love', 'gratitude', 'gratitude', 'gratitude', 'annoyance', 'love', 'realization', 'anger', 'remorse', 'fear', 'neutral', 'neutral']","{('fear', 'curiosity'): 1, ('curiosity', 'fear'): 1, ('fear', 'sadness'): 1, ('sadness', 'desire'): 1, ('desire', 'fear'): 1, ('fear', 'love'): 1, ('love', 'gratitude'): 1, ('gratitude', 'gratitude'): 2, ('gratitude', 'annoyance'): 1, ('annoyance', 'love'): 1, ('love', 'realization'): 1, ('realization', 'anger'): 1, ('anger', 'remorse'): 1, ('remorse', 'fear'): 1, ('fear', 'neutral'): 1, ('neutral', 'neutral'): 1}","[(('gratitude', 'gratitude'), 2), (('fear', 'curiosity'), 1), (('curiosity', 'fear'), 1), (('fear', 'sadness'), 1), (('sadness', 'desire'), 1)]","['fear', 'gratitude', 'love', 'neutral', 'curiosity', 'sadness', 'desire', 'annoyance']"
The Last Airbender,2010,dfl28,"Action, Adventure, Family",M. Night Shyamalan,319.7,103,4.0,"['remorse', 'curiosity', 'neutral', 'realization', 'gratitude', 'caring', 'gratitude', 'anger', 'sadness', 'caring', 'neutral', 'surprise', 'neutral', 'fear', 'approval', 'optimism', 'grief', 'neutral', 'optimism', 'neutral', 'fear', 'neutral']","{('remorse', 'curiosity'): 1, ('curiosity', 'neutral'): 1, ('neutral', 'realization'): 1, ('realization', 'gratitude'): 1, ('gratitude', 'caring'): 1, ('caring', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('anger', 'sadness'): 1, ('sadness', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'surprise'): 1, ('surprise', 'neutral'): 1, ('neutral', 'fear'): 2, ('fear', 'approval'): 1, ('approval', 'optimism'): 1, ('optimism', 'grief'): 1, ('grief', 'neutral'): 1, ('neutral', 'optimism'): 1, ('optimism', 'neutral'): 1, ('fear', 'neutral'): 1}","[(('neutral', 'fear'), 2), (('remorse', 'curiosity'), 1), (('curiosity', 'neutral'), 1), (('neutral', 'realization'), 1), (('realization', 'gratitude'), 1)]","['neutral', 'gratitude', 'caring', 'fear', 'optimism', 'remorse', 'curiosity', 'realization']"
The Love Guru,2008,dfl29,"Comedy, Romance, Sport",Marco Schnabel,40.9,87,3.8,"['gratitude', 'neutral', 'neutral', 'gratitude', 'annoyance', 'love', 'gratitude', 'gratitude', 'admiration', 'admiration', 'neutral', 'love', 'amusement', 'neutral', 'gratitude', 'excitement', 'anger', 'gratitude', 'neutral', 'amusement', 'admiration', 'love', 'gratitude', 'gratitude', 'anger', 'excitement', 'admiration', 'admiration', 'annoyance', 'excitement', 'gratitude', 'love', 'neutral', 'love', 'annoyance', 'love']","{('gratitude', 'neutral'): 2, ('neutral', 'neutral'): 1, ('neutral', 'gratitude'): 2, ('gratitude', 'annoyance'): 1, ('annoyance', 'love'): 2, ('love', 'gratitude'): 2, ('gratitude', 'gratitude'): 2, ('gratitude', 'admiration'): 1, ('admiration', 'admiration'): 2, ('admiration', 'neutral'): 1, ('neutral', 'love'): 2, ('love', 'amusement'): 1, ('amusement', 'neutral'): 1, ('gratitude', 'excitement'): 1, ('excitement', 'anger'): 1, ('anger', 'gratitude'): 1, ('neutral', 'amusement'): 1, ('amusement', 'admiration'): 1, ('admiration', 'love'): 1, ('gratitude', 'anger'): 1, ('anger', 'excitement'): 1, ('excitement', 'admiration'): 1, ('admiration', 'annoyance'): 1, ('annoyance', 'excitement'): 1, ('excitement', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'neutral'): 1, ('love', 'annoyance'): 1}","[(('gratitude', 'neutral'), 2), (('neutral', 'gratitude'), 2), (('annoyance', 'love'), 2), (('love', 'gratitude'), 2), (('gratitude', 'gratitude'), 2)]","['gratitude', 'neutral', 'love', 'admiration', 'annoyance', 'excitement', 'amusement', 'anger']"
Wounds,2019,dfl30,"Drama, Horror, Mystery",Babak Anvari,,94,4.1,"['gratitude', 'annoyance', 'anger', 'annoyance', 'anger', 'anger', 'surprise', 'anger', 'anger', 'anger', 'caring', 'neutral', 'annoyance', 'anger', 'anger', 'anger', 'anger']","{('gratitude', 'annoyance'): 1, ('annoyance', 'anger'): 3, ('anger', 'annoyance'): 1, ('anger', 'anger'): 6, ('anger', 'surprise'): 1, ('surprise', 'anger'): 1, ('anger', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'annoyance'): 1}","[(('anger', 'anger'), 6), (('annoyance', 'anger'), 3), (('gratitude', 'annoyance'), 1), (('anger', 'annoyance'), 1), (('anger', 'surprise'), 1)]","['anger', 'annoyance', 'gratitude', 'surprise', 'caring', 'neutral']"
